Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
Image1146,1,-1.3981128856064367,-1.1776814621122067,-1.425936701230048,-0.5629764832214638,1.8823339885880281,1.011284483814992,1.3297675638926432,-0.3557085270356023,-0.5737171957143086,-0.5983619941531623,1.1219429869429844,-0.9937405362427773,-0.03418761219373256
Image1147,0,1.1379984615999106,0.3691887407758048,0.5179857877940253,0.4310594825006111,-0.7170770813204559,-0.3356683531383936,-0.4010066703017876,0.6243155018782086,0.39204908445599956,0.7959414540007482,-0.7155105602389341,0.6122647944210781,-0.03418761219373256
Image1148,1,-1.3555093796682405,-1.126164887194541,-1.3214120028388159,-0.9415290688890601,1.6537019942234708,0.8359484186384003,-0.5746484702029216,-1.0249354255612628,-0.9164461192559278,-1.0250086531084057,0.17601442090328376,-0.4294414562525089,-0.03418761219373256
Image1149,1,-0.09195433904715905,0.044589517040133954,0.21339363832235142,-0.9294067735300403,-0.22689490927842834,-0.19981604949161155,-0.4157924974425588,-0.9904113436234032,-0.9050541806635057,-0.3061931931134326,-0.6422258769743266,0.04549283271699407,-0.03418761219373256
Image1150,1,-0.7853608288993842,-0.3001174746658606,-0.14711561129709522,-0.9920518908164206,0.3922544914334531,0.039596439741056394,0.18774263728221702,-1.1792418928064703,-0.959000381838797,-0.9449644551785635,-0.020141712390929156,-1.4883427664262168,-0.03418761219373256
Image1151,1,-0.6490258804587573,-0.13888473169814614,0.027097641758151218,-0.9680156617552769,0.2658913177823551,-0.014540576669905884,0.180453218857635,-1.097272878217841,-0.9380968764649522,-0.8850627719823249,0.12673060039175807,-0.6006071040231274,-0.03418761219373256
Image1152,1,-0.4909802727674366,-0.02444704148565734,0.14464646571877474,-0.9126678907995461,0.11030950701068408,-0.07784483276029282,0.14873998153001308,-0.9470969340271609,-0.8897940825764755,-0.5700193683072557,-0.18311668773908224,-0.2617589162831519,-0.03418761219373256
Image1153,0,-0.5204082056192634,-0.568894954427157,-0.46542520691729583,2.317313162175297,-0.1764098447520568,-0.1882631189511561,-0.563676826380031,1.8564490027793406,2.388508756239436,1.3423477977115756,-0.908006640186573,0.904130013103247,-0.03418761219373256
Image1154,0,0.25953990227924284,-0.07055719052925592,0.09784279922808066,0.512904573321869,-0.505540955295331,-0.28706741795227914,-0.48338176554325324,0.6901315403827861,0.4766622741604744,0.625727430847828,-0.5499220143478369,0.7563649290854951,-0.03418761219373256
Image1155,0,0.7795115232755868,0.20881919715855918,0.3710801488440949,0.7721231613958275,-0.6591709357534623,-0.3234755698003682,-0.4285501758861772,0.8841508264998343,0.7405619785112901,0.8888253938603106,-0.7546445689091922,0.6947626679417639,-0.03418761219373256
Image1156,1,-0.6738399652342392,-0.12965196335222143,0.036757694363724724,-0.9999914061125086,0.3268027726313353,0.013549076094343289,-0.693073611981149,-1.2103059760033732,-0.9659145431168387,-0.8284524759242763,-0.4104506296131192,0.3868524323695833,-0.03418761219373256
Image1157,0,-0.348094832167613,-0.4543023548958521,-0.32484235399935746,1.7874211572755945,-0.28210069745813343,-0.22206382488280865,-0.4691592341513823,1.5504599970891606,1.8113751690788735,1.1811061238087857,-0.7508913034834975,0.7778419705279125,-0.03418761219373256
Image1158,0,0.5068203153177608,0.09917492476677879,0.2666838523523455,0.5058070953563778,-0.576885797800568,-0.3052367655170539,-0.4918582737318927,0.6842435957613274,0.4689914576976966,0.6769294462077129,-0.6384698027023065,0.7796609712621531,-0.03418761219373256
Image1159,0,1.0725068594307945,0.3221366725893403,0.47555268342020035,0.49930243520753564,-0.7156027081788419,-0.3353298808591271,-0.4718251388398227,0.6790333429174584,0.4622201335927713,0.7783345593185146,-0.7452490652801482,0.7099060970909994,-0.03418761219373256
Image1160,0,-0.1345551811007851,-0.3886638933595542,-0.24770910335365545,1.2801747149263822,-0.36916203474319104,-0.24607958122251264,-0.599601919201276,1.2345131648480208,1.2718537944668606,0.8207248740244403,-0.6630062190569506,0.8696190246061936,-0.03418761219373256
Image1161,0,0.5831672471122243,0.05316387983985093,0.2218253535971108,0.4976808051415842,-0.5850900304050629,-0.30526589178586333,-0.5579199004026906,0.6793191281060063,0.46259114048691335,0.5520713319506007,-0.5652846775777766,0.8527561782990933,-0.03418761219373256
Image1162,0,1.0508015279492533,0.21852142089494392,0.3801565156741213,0.6729233347411828,-0.6973369203971782,-0.32837391432510554,-0.45058080012999907,0.8130201106079543,0.6413032748272381,0.5787686263817733,-0.420421512414583,0.6707522329173589,-0.03418761219373256
Image1163,0,0.13385516435202327,-0.23432122370898656,-0.07471071652724928,0.6010797276974406,-0.46514625424223077,-0.2742571777974524,-0.6241582025762227,0.7588608670555708,0.5676746848891888,0.6705655973488285,-0.7265003568212973,0.907808553926414,-0.03418761219373256
Image1164,0,0.7347103125666189,0.1284833925470057,0.29492671529620645,0.42416459068889373,-0.6236981112767569,-0.31453213374128536,-0.5750073616511304,0.6211952815780066,0.3880994562776246,0.53746035163278,-0.5787038918370528,0.8598586094671452,-0.03418761219373256
Image1165,0,0.13063985567527098,-0.35274387026507237,-0.20644405109305683,0.9533708827523953,-0.5270158732728177,-0.2906123904060076,-0.5414102894309545,1.0138528054913125,0.9290291448273936,0.7870879124285273,-0.711371144701133,0.6224593160082296,-0.03418761219373256
Image1166,0,0.7796713563498163,-0.10621943393527279,0.061131742272300005,0.35269041657302636,-0.71588827024547,-0.3347480020578584,-0.6317253248497334,0.5619777674606143,0.31420034887294,0.6178937310592885,-0.8531991646509359,0.6686492048573733,-0.03418761219373256
Image1167,0,-0.6505389668948791,-0.8966146147448113,-0.9227001889173454,0.3285293318071353,-0.26642382118084224,-0.21734495932254821,-0.06950224972575583,0.5425883948664755,0.29044125465444876,0.3681734476599589,-0.010337574371414008,-1.0417612940022734,-0.03418761219373256
Image1168,0,0.3970815904303696,-0.2622492714514178,-0.1052122883394807,0.44110594365210637,-0.609541079593524,-0.31065852257873594,-0.5679983784538872,0.6345571510617773,0.40505241343887083,0.5521223500640351,-0.6952881343714596,0.5771241994076345,-0.03418761219373256
Image1169,0,0.8553762919627499,-0.1099114561678849,0.05730484271695873,0.7523113271229392,-0.7432501269328177,-0.3388406231340459,-0.6139317338860948,0.8698300707713026,0.7203447243371336,0.7986843442691365,-0.8824625579322356,0.6638801696325596,-0.03418761219373256
Image1170,0,-0.16975042404804042,-0.6550469334385708,-0.5767845672620202,0.3409341400947599,-0.5164002186611661,-0.29071744085420287,-0.3421000196525731,0.5504206599872363,0.30001267440228624,0.5687174266796267,-0.4613253608682274,-0.31710319612862603,-0.03418761219373256
Image1171,0,-0.8727229233934234,-1.018173124268645,-1.1224715946707504,0.37435974510034636,-0.08176114260778279,-0.15496331103611866,0.0658362264190505,0.5801250443135164,0.33663291696571473,0.38550786480972876,0.13109833372193316,-1.337900383626228,-0.03418761219373256
Image1172,0,-0.14216589931909454,-0.5154407570743066,-0.3988519773727345,1.7195501220256761,-0.4382765104137152,-0.26399996529609193,-0.42459688675859325,1.5095709509824844,1.7383238890577724,1.135564633648725,-0.745101209790907,0.3949089058818094,-0.03418761219373256
Image1173,0,0.7049067719903241,-0.03957380288895264,0.12937268245754616,0.6910092599411696,-0.6783016820549966,-0.32632948295914815,-0.4160863168881928,0.8242755832279706,0.6568162085002861,0.6810613478887636,-0.6434361894955444,0.4472700840799472,-0.03418761219373256
Image1174,0,1.3025093171441566,0.285775103005372,0.4423883145202939,0.603023472829814,-0.7343414311814903,-0.3312648101510113,-0.17857295187150576,0.759695782429509,0.5687969610970323,0.5434264785459867,-0.40275226503319167,0.21250819037956514,-0.03418761219373256
Image1175,1,0.48836492301238804,0.5678390290449837,0.6915670339615108,-0.9987103714451637,-0.31777563624983257,-0.22003583477882274,-0.32222301732123915,-1.2051679383091958,-0.964809162482445,-0.9445957295899122,0.13831911385523987,0.09274882502069812,-0.03418761219373256
Image1176,0,0.15830696082590195,-0.3522648573706498,-0.2058980775787672,1.2137581343585866,-0.5423034735325531,-0.29295296522890546,-0.39773829832371227,1.1903118269536317,1.2009427771147425,0.8575542946150477,-0.5780380278470661,0.3657038680894555,-0.03418761219373256
Image1177,0,0.8134760515512122,0.028648427933788558,0.19765616361790983,0.581740698438008,-0.6949976042704589,-0.33035526239103685,-0.4109145542797301,0.7413272735567492,0.5441988172848544,0.6965874608460609,-0.6044761729400296,0.4541931335757742,-0.03418761219373256
Image1178,1,-1.0821095784146295,-0.5200036256528241,-0.4044645252817924,-0.9954848263099603,1.0861293130919882,0.4212150674642605,-0.737609384193242,-1.1930549767747476,-0.9621432490844712,-1.3604272059176004,-0.11361400357290478,0.2778212406400009,-0.03418761219373256
Image1179,1,-0.49364415733807354,0.10868541209456443,0.27587634244260695,-0.9904943965552738,0.20893276554431936,-0.03241148490054832,-0.42440060000366875,-1.1736863294615683,-0.9577054524415023,-0.8499575246360521,-0.10961565006314294,0.5188947574081835,-0.03418761219373256
Image1180,1,-0.803155577831239,-0.31729539810500684,-0.16633805547539843,-0.9092704629071531,0.49594348307862673,0.10524278442327362,0.20306737515798107,-0.9387867423113149,-0.8867431958734231,-0.8582476244522678,0.13106740640739628,0.09492308683381341,-0.03418761219373256
Image1181,1,-1.342448353618407,-1.043229141928713,-1.1665584185729678,-0.5900354073269368,1.790676164271718,0.9400874839352595,2.523945036456609,-0.38978583581100124,-0.5973808439961903,-0.6848434759086073,1.0827661490359155,-1.3778703957356022,-0.03418761219373256
Image1182,0,1.1289119513294656,0.875859020315791,0.945131949392618,0.6761672592535404,-0.6077161274560494,-0.31040201471658063,-0.16776903367294785,0.8155747474029057,0.6448178416643999,0.575584635342261,-0.3310559477876517,0.7492816787772411,-0.03418761219373256
Image1183,1,-0.3693632865795784,0.9755106686386364,1.0236326126546327,-1.0207503331273697,0.3331064333049723,0.011697836654425916,-0.1805458434898654,-1.3035885311136466,-0.9833481776066523,-1.1172220409406193,-0.02283437145861114,-0.9709203149906211,-0.03418761219373256
Image1184,0,0.29818753963005235,0.37670312679308815,0.5247133948672196,1.0867544234587974,-0.3718827985841499,-0.24760572123201038,-0.05355010171260814,1.106403480875077,1.0694159077115832,0.8148606236986224,-0.25451532209485017,0.7231728304264138,-0.03418761219373256
Image1185,0,1.4131644183238472,1.1364833617048957,1.1472001429345557,0.5031209982131598,-0.6520934844049984,-0.32167618065543463,-0.10595988261815882,0.6830840073803612,0.46748309090220197,0.5580995919865237,-0.2660072550249747,0.7238298739037696,-0.03418761219373256
Image1186,0,0.3311930694602311,0.38589484181895306,0.5329246257300316,0.12740749470657617,-0.41053109202138827,-0.2614499078894314,1.1203608225406056,0.3716275740877191,0.09029101227084305,0.41887185785801834,0.34788879008489293,-0.6316653930612651,-0.03418761219373256
Image1187,1,1.252422959447045,1.913052399532912,1.6965863277641775,-1.0242793678711994,-0.4298803715883277,-0.26421540783330266,0.4172579742102412,-1.3225853062552273,-0.9862863543704389,-1.3452544907046242,1.228540436484703,-0.005098103061800432,-0.03418761219373256
Image1188,1,-0.16221429459770725,0.76021525303903,0.8519586536230997,-1.0218710940025681,0.12278556493150487,-0.0713444910168403,1.8632289081761568,-1.3092908359702349,-0.9842518935126419,-1.273045630968039,2.0101454780224937,0.027463243393447606,-0.03418761219373256
Image1189,0,1.0317041394623505,1.1590940857778127,1.1642537014016223,0.7530193119076455,-0.5302792228026525,-0.2929595842320296,0.9037558642417999,0.8715493428346575,0.7227656801094935,0.4447651321743697,0.6274269403146312,0.12627591127094756,-0.03418761219373256
Image1190,0,-0.21551596097158315,0.0945642061582542,0.2622175907625585,0.846066961623483,-0.10406347287169442,-0.16340554133246268,1.6865996816548314,0.9386609013643104,0.8185930935377482,0.4650109973825366,1.160469987418547,-0.4504944595391564,-0.03418761219373256
Image1191,0,0.8872949568881261,1.368636978306163,1.3189945462845567,1.1384842121050747,-0.39816455589995925,-0.25437086532777237,0.08314086465944429,1.1416214887637715,1.1241282299400306,0.6683910095950357,-0.10673405534775508,0.9384779403272352,-0.03418761219373256
Image1192,1,2.4031385135405228,3.0013352802386737,2.370467098761729,-0.8224189402191017,-0.5894913385289698,-0.3043766866158325,0.9803149413712973,-0.7542169093833849,-0.8087658918705902,-0.8177018642997126,1.1603997454344572,0.07353354889407902,-0.03418761219373256
Image1193,0,0.6978767806084197,0.8711970635805327,0.9414199036351848,0.9627062526281901,-0.4507176701996758,-0.2714567113798012,1.0357649061806564,1.0209769061057152,0.9396607737565351,0.48766702636170567,0.7599072590691849,0.017292647134568236,-0.03418761219373256
Image1194,1,-0.6594869551676472,-0.5218855167997906,-0.4067830664392876,-1.0141915246341862,0.20536153794536893,-0.0168807509333956,-0.24374647160968094,-1.270868979740541,-0.9778019059130866,-1.143766446004979,0.3914159606120369,0.22561758217431763,-0.03418761219373256
Image1195,1,-1.6228914656767823,-1.4896688605860238,-2.432805100608242,-0.9173259552481879,6.367287526213745,7.100466150542089,-0.9044634106417403,-0.9655701043535855,-0.8964340650402542,-1.7921357684413695,-0.3359548444410869,-2.149423782551943,-0.03418761219373256
Image1196,1,0.5818859186337415,-0.1441730700526577,0.021550028879628244,-0.7497804521343178,-0.516090896236969,-0.27430172568313416,-0.3355187592021192,-0.6278746482246922,-0.7441151434372968,-0.3928471898225816,-0.022076472665087,-0.13299514159358167,-0.03418761219373256
Image1197,1,-0.4592507436465813,-0.5362300422217716,-0.42452814038175,-0.9537738675424622,0.0005579164369687036,-0.0972815882376727,0.016367440595024017,-1.0546195006409618,-0.9256939980960162,-0.8462110226497183,0.610758567354152,-0.3468944185825396,-0.03418761219373256
Image1198,1,-0.8194931819029568,-0.6446749288579777,-0.563093181454197,-1.0187076249181812,0.3622732816646838,0.05843696328119026,-0.6792181361236237,-1.293049399522566,-0.981628784056118,-1.3469275452931067,-0.09457025643020643,0.6547910442426381,-0.03418761219373256
Image1199,0,-0.43995889158602763,-0.8422145499439743,-0.8396539810713848,0.04365590607295239,-0.4069365776918873,-0.2598713518184169,-0.32524414781319416,0.2953536863083233,0.0064063151943398716,0.4032814550031349,-0.33419881039959626,-0.6804894598624602,-0.03418761219373256
Image1200,0,-1.071925547701084,-1.1605405738416716,-1.3903388983610507,0.8473483302234531,0.11729552092357169,-0.07319027942382497,-0.19542107859154753,0.93889171530121,0.8189271296032024,0.8015914807437724,-0.5132513306689742,-0.9293192627900718,-0.03418761219373256
Image1201,0,0.5673837310311852,-0.023846480418721873,0.14525126713405503,0.026597907062735456,-0.6126670175348214,-0.31340112849737994,-0.24575566010515004,0.28064168640518955,-0.009389521206319085,0.3191337722913403,-0.22239230723459688,0.12416779560230595,-0.03418761219373256
Image1202,0,-0.17815497986839876,-0.42746319963018226,-0.29302405478124216,-0.025141562976805098,-0.38344520648419084,-0.25403660061218003,0.06267666794776172,0.23331639180270639,-0.05935868641122439,0.09523606248589529,0.32116533565167554,-0.4591627382690886,-0.03418761219373256
Image1203,0,1.079939097382876,0.28513305565047703,0.44179973750911244,0.5964685846109012,-0.7001222234599388,-0.33020316515024056,-0.12886618342524092,0.7549664334526235,0.5624451526053269,0.4035146606453223,-0.05194164799952022,0.2400687470509211,-0.03418761219373256
Image1204,0,0.35847391134813056,-0.1352992534253426,0.030852872978730524,0.15094297254836608,-0.5649381397187083,-0.3021428763370989,-0.2382103641965493,0.39174902045907306,0.11297688682605504,0.34052341268247005,-0.19150185233121328,0.12881361846330508,-0.03418761219373256
Image1205,0,-0.41948161089154096,-0.5844969828107555,-0.485206689719261,0.226566578482315,-0.2687091695906496,-0.21816903641928556,0.2114155534965582,0.4583183641990854,0.18968655478109608,0.22220553193500894,0.39744466891174496,-0.6550941907063212,-0.03418761219373256
Image1206,1,2.973950371567453,3.271068296902012,2.5244881278442937,-0.7767038493267525,-0.6790410538188647,-0.326151397954656,-0.034446619132116454,-0.6718969800736736,-0.7676819047755422,-0.4369918127811939,0.04152289462060037,0.6963655973132797,-0.03418761219373256
Image1207,1,2.35565743495349,3.2449482077379956,2.5097660440061063,-0.624310532952746,-0.5860114424149256,-0.3050855459058344,0.3524868121879499,-0.43496403665791256,-0.6277254540952385,-0.3660370927565594,0.27151091838197794,0.6574419739109228,-0.03418761219373256
Image1208,1,2.7816365527594713,3.163601345798339,2.463656129638917,-0.8285692268465207,-0.6560554085903574,-0.32095282361401495,-0.07997829953875045,-0.7667173173878347,-0.8146643867038474,-0.3967702676060648,0.013208699433096523,0.6774105716901065,-0.03418761219373256
Image1209,0,1.2233759620888198,1.1724516604924637,1.1742945226373924,-0.19657525783515825,-0.5678255831705104,-0.3020039388667063,0.26371642907046233,0.06829234510754444,-0.22354489589683618,-0.033001413974146125,0.20278306021417172,0.32352225924660755,-0.03418761219373256
Image1210,1,0.07911500031000497,0.28028917978716805,0.4373558887055243,-0.9746412932493804,-0.28746854011111433,-0.22345954529856274,-0.3665587308890947,-1.1189363570545272,-0.9439963721400696,-1.0516387587448488,0.07507322705957688,-0.4300962333558781,-0.03418761219373256
Image1211,0,-0.2804934334185597,-0.15187738832846065,0.013448886815657429,0.46356512997884325,-0.1385374815363468,-0.17141964395571516,1.4734415322317953,0.6542075932967992,0.43017021223163326,-0.023893539890564103,1.216617848151578,-0.8677788506695032,-0.03418761219373256
Image1212,1,0.2714767690402735,0.6942800141850617,0.7977758942380837,-0.8692988241460462,-0.16839136700182764,-0.173259982332869,0.30215921986361477,-0.8469532956356768,-0.8503894083273368,-1.2844109163354394,1.195339221719367,0.43592103984037206,-0.03418761219373256
Image1213,1,0.3141815025921479,0.8670119386205007,0.9380844493644893,-0.8352491361190373,-0.10497707126739926,-0.14358770589977438,0.5956935359255289,-0.7782528342509677,-0.8200280100740108,-0.9758686326038342,1.0212338229758045,0.40571304379194206,-0.03418761219373256
Image1214,1,0.20832405752418126,0.22540671007799976,0.3865823139848596,-0.9936937109640679,-0.3466325277429641,-0.23922691662594284,-0.32088038273804004,-1.1855615986842254,-0.960451884519888,-0.9542461836397819,0.17022722559911285,-0.4252497615410008,-0.03418761219373256
Image1215,0,-0.022781248401429165,-0.20421473257839273,-0.042198398399489766,1.144387874489541,-0.3439830087048126,-0.2392838268097099,-0.6374625516685162,1.1447823514707554,1.1290735484282208,0.8561430895342917,-0.812719368529591,1.0358055991119564,-0.03418761219373256
Image1216,1,-0.834882443067526,-0.3790415371660939,-0.23659150352095867,-1.0307774501367009,0.5662219984463943,0.14605011299505422,0.3630609784594263,-1.362126122362424,-0.9917377360102076,-1.816456784624952,1.6710213368404054,-0.19818081090889808,-0.03418761219373256
Image1217,1,-0.046873420458269706,0.672145376875407,0.7794062553971786,-1.0295897673171597,0.09861174972285434,-0.0628253072368276,0.3080060759563706,-1.3543664938360314,-0.9907387133762947,-1.3629257790126577,1.0234638519768975,0.507141799493166,-0.03418761219373256
Image1218,1,-0.438661579800127,0.01006465788829248,0.17920723555919071,-1.0202601358804417,0.0907467170104687,-0.08446451520544061,-0.1816753111465689,-1.3010098689365661,-0.9829333761923448,-1.1359543522822417,0.18928084484371147,-0.2462803531782816,-0.03418761219373256
Image1219,0,-0.9349193003486548,-0.9325682221345594,-0.9795873812390625,1.2937738245613057,0.17893221381527805,-0.051205048494776584,0.28964791920452665,1.2426414985443952,1.2850159352961616,0.7093592642722548,0.18239560130010823,-0.5203343953172613,-0.03418761219373256
Image1220,0,-0.40243541352403656,-0.73041505584442,-0.6788405854047419,1.6693260582214922,-0.39485296518509627,-0.2558521853447265,-0.5398018393982973,1.476635327570796,1.6801797967300278,1.4429706068079717,-1.141672198299565,0.4076629222551691,-0.03418761219373256
Image1221,0,0.46552211281918277,-0.17799083381547504,-0.014180506134564981,0.5796855567217111,-0.6275013110564694,-0.313684210407862,-0.1492089608776463,0.7398868811651157,0.5422781080102843,0.8845684859161582,-0.746936846500435,-0.10439485575790058,-0.03418761219373256
Image1222,0,1.0095645947957934,0.1740218092655336,0.3383162520920317,0.6196158602060401,-0.7183859629075953,-0.33497784856746265,-0.4950484853388539,0.771074567932161,0.5841319779451247,0.8400116175011075,-0.9002111545795342,0.6676646993594225,-0.03418761219373256
Image1223,1,-1.0861986412305578,-0.3439950930877358,-0.1964898697545852,-0.9889835208718574,1.3560166894624441,0.6097256884321622,-0.5858631571405891,-1.169087111738782,-0.9566200309642399,-1.2342433888413136,0.26582657695786716,0.6956228943208707,-0.03418761219373256
Image1224,1,-0.5994429969454905,0.601560275343197,0.7201996906747824,-1.0123526468822532,0.5964096290965012,0.1478466047935895,-0.24625969666619124,-1.2625022436955888,-0.9762850089704013,-1.347767620691976,0.49820275498174327,0.3457759537787706,-0.03418761219373256
Image1225,1,-0.7147678877775051,0.3787977807842874,0.5265863574835548,-0.9500784885812696,0.7341412019924609,0.22432396335461913,0.8645293766414706,-1.044682035549247,-0.9226543632197158,-1.2284567103952122,1.052105454222443,0.30537568730442227,-0.03418761219373256
Image1226,1,-0.9814253971828355,-0.4742463058261552,-0.348746282954244,-0.864597382499075,0.8193022421501075,0.2817176121616826,1.1779822619170752,-0.8390663520628774,-0.8470415137818844,-0.8865082596525147,0.8264469648502243,-0.5387585012198591,-0.03418761219373256
Image1227,0,-0.1753605649538012,-0.10526304137776422,0.06212225942266087,0.21795618363569147,-0.2801779916371192,-0.2235695870196973,0.95875222193026,0.4487767435109507,0.1785353213911811,0.7329439143663391,-0.05516076262968478,-0.7729064027086161,-0.03418761219373256
Image1228,0,0.6435681658668422,-0.05729488969195301,0.11137983955976596,0.4276757706770129,-0.6600670671307374,-0.3219487061256948,-0.25513937319534646,0.6215972684954727,0.3886079845908124,0.8059405176463278,-0.762219427581064,0.1161205503183713,-0.03418761219373256
Image1229,0,1.1651594286821156,0.26502613158175964,0.42331411330254504,0.6040671214606277,-0.7409276210160208,-0.33897951635965085,-0.48265056619168595,0.7599665467187179,0.5691610028490348,0.7870396914944408,-0.8945353157586651,0.669675974585465,-0.03418761219373256
Image1230,1,-0.9539714027978502,-0.006606546623149455,0.16256150104959094,-0.9764154573470216,1.1445973660405349,0.4678424642280885,-0.47334900649006445,-1.1266113393470367,-0.9460218346810838,-1.0666805131406367,0.461883226848062,0.7772958915955775,-0.03418761219373256
Image1231,1,-0.6228771895133851,0.5797619939795369,0.7017170338180817,-1.015231864044163,0.6241082801938981,0.16111164247374168,0.045673775652306486,-1.2758129799045714,-0.9786793711145232,-1.4189373432706411,0.5884765381225997,0.3105658396526417,-0.03418761219373256
Image1232,1,-1.291402997475863,-0.9188375585649349,-0.9576624793828433,-0.8688156541047929,1.672843172858878,0.8483472197753209,1.3964047012841003,-0.8481832839310353,-0.8509083024665671,-1.0771554774656642,1.130594788354139,-0.8955265672000241,-0.03418761219373256
Image1233,0,2.059731825770573,1.705501565157922,1.5564351985997857,-0.2182824083749194,-0.7196639516218635,-0.33693267320200626,-0.44733958605333923,0.042605956454039265,-0.24769498685351438,0.6418167398291679,-0.6552393163770093,0.9963836083670639,-0.03418761219373256
Image1234,0,1.1175504836356924,1.0680813626104517,1.0951631831287105,-0.006962907322075246,-0.5878424863791039,-0.3085540392686188,-0.38852841987390235,0.24759702470190276,-0.04441568502780409,0.7403894308294754,-0.5496985797800796,0.9607190049555664,-0.03418761219373256
Image1235,0,0.09587882591302296,0.29038080300676167,0.4466073853897921,0.00977758836091129,-0.3266091849617014,-0.23997075011627436,-0.37774859334221944,0.26233090981576485,-0.028875719634289188,0.5141652015920722,-0.2996672973456053,0.9498015078003168,-0.03418761219373256
Image1236,0,0.8313427253664589,0.8820918707869367,0.9500891721165685,0.03704188343525154,-0.5324158036764712,-0.2957654420599041,-0.43300413219094225,0.28691784172376456,-0.002666194846149877,0.750161505260071,-0.5719253363399587,1.0076582955559927,-0.03418761219373256
Image1237,0,-0.21243917429249717,0.027462581124709423,0.19648223627574884,0.11101727159934309,-0.19027750651776557,-0.19685373292293296,-0.3442418463196966,0.35349196102622743,0.07004318128410847,0.4862718359818695,-0.1598549326588686,0.9454426409035954,-0.03418761219373256
Image1238,0,-0.26126018681856095,-0.4779239150090967,-0.353178890237675,1.6216724339996083,-0.33808576238270954,-0.2379759698052368,-0.4311963236547278,1.4496629064330775,1.63302680234636,1.2126288906955174,-0.8216926282215039,0.6025268344504368,-0.03418761219373256
Image1239,0,0.2824040235490306,-0.2632192867899014,-0.10627773747858306,0.7698233950014002,-0.5502351784232674,-0.29564903131342857,-0.6467434752637202,0.8840316624758658,0.7403932636203981,0.677762838611733,-0.8344518679577843,0.8271375271526084,-0.03418761219373256
Image1240,0,0.8982914723957154,0.1175924598060169,0.2844612794582102,0.8804680517199215,-0.6854470100622847,-0.3260386404509371,-0.3860295403771731,0.9630105726156964,0.8540007106906403,0.685876195558341,-0.47062013239485295,0.52944839388654,-0.03418761219373256
Image1241,0,-0.07877343819164745,-0.36217764162760385,-0.21721945341493817,1.4561853316214255,-0.40826720141306155,-0.25841578264078496,-0.44152621280887033,1.3465017815062035,1.4565340729540124,1.1516355577503483,-0.8132384160592514,0.6339091211851506,-0.03418761219373256
Image1242,0,0.4238110082121364,-0.19628201520002042,-0.03369380303489673,0.7236526682301545,-0.5958822306861752,-0.30640565627961125,-0.6329347422909605,0.8501242287627823,0.6927175379111188,0.6314942489543545,-0.8008767245630485,0.7972781597707422,-0.03418761219373256
Image1243,0,2.1436894757833356,1.3786637277117606,1.3262559414941464,-0.13897642284440356,-0.7803824841611694,-0.3491983233186224,-0.02370260110350925,0.12328136852952082,-0.17057157454777544,0.3727111263457016,-0.29811088819176573,0.37595509775474484,-0.03418761219373256
Image1244,0,0.3570700441794114,0.3011029345163479,0.45640871078125667,0.14445751035473595,-0.4614104797132683,-0.27670199893769787,0.3273008216119431,0.38725304337705163,0.10788774684611499,0.3127738459014912,0.20975039498233497,-0.0011604471113677627,-0.03418761219373256
Image1245,0,0.05213784126316431,0.08116318455027788,0.2492001302577032,0.13535764580285412,-0.3572535412589263,-0.24714382202919527,0.5962693533098508,0.3800510821184581,0.09975979568846059,0.20146365131544167,0.47756769641476626,-0.30171800774557206,-0.03418761219373256
Image1246,0,1.5167628892759137,0.7734918307081808,0.8627736585902405,0.12819684833072464,-0.7217485149399826,-0.33562850884018913,0.053262561143259245,0.3736479494997663,0.09255838385012993,0.4096251949309365,-0.11198536081856177,0.1658327714309837,-0.03418761219373256
Image1247,1,-1.178795268905898,-0.5270073913290199,-0.41310443534229985,-0.9994867924061265,1.736527241759034,0.924157509916684,2.0825845582246605,-1.207681178746788,-0.9653517460411415,-1.644321030563104,3.4000035146964405,-0.6127363441264478,-0.03418761219373256
Image1248,0,0.3440116820141447,0.12245835117976936,0.2891413499766781,1.4860547139551878,-0.48763425122547105,-0.27983092528483855,0.021887975756108152,1.3657026371834067,1.4889211018393838,1.0367099464952512,-0.29574724425530885,0.3629570417532102,-0.03418761219373256
Image1249,0,1.5919403757438744,0.8403943253205602,0.9168020292305964,0.005511487931309976,-0.7231209699855728,-0.3363590560389935,-0.027874719175429302,0.2632072734884349,-0.027947484584057613,0.26133330217156425,-0.07253352789591136,0.275144176369963,-0.03418761219373256
Image1250,1,-1.1410640078473961,-0.5877090021975618,-0.48929954148203597,-1.0288036150015372,1.4003738715063152,0.6659532947485918,0.2321640818351066,-1.349490027063051,-0.9900932024210092,-2.0171483139520934,1.9629549588577995,-0.1621046259638319,-0.03418761219373256
Image1251,0,2.253292342557622,1.1163076393366163,1.1319217731449036,0.03458491462749162,-0.8240967627577201,-0.35548599297593914,0.04175964986127037,0.28872848032062437,-0.0007223474589507972,0.45342438868973806,-0.07168067209596551,0.19792931987446066,-0.03418761219373256
Image1252,1,-1.2266839218322378,-0.6027751579774486,-0.5085919522162636,-0.6950356845529382,1.9049263292324563,1.0464000403920817,4.672476273538981,-0.5404876451806955,-0.6940380050090362,-1.12021970851761,3.8358919031957455,-0.6982028978986837,-0.03418761219373256
